# Source [V]	Gate [V]	Drain [V]	Source [A]	Gate [A]	Drain [A]	
# 
0	0.0000	-40.0000	0.0000000000889770	-0.0000000000678840	-0.0000000000848960
0	0.0000	-41.0000	0.00000000000708600	-0.0000000000192590	0.000000000115169
0	0.0000	-42.0000	-0.0000000000276980	0.0000000000907460	-0.0000000000882350
0	0.0000	-43.0000	-0.0000000000757620	0.0000000000645750	0.0000000000393450
0	0.0000	-44.0000	0.000000000000224000	-0.0000000000473650	-0.0000000000280330
0	0.0000	-45.0000	-0.0000000000798110	-0.0000000000818460	-0.0000000000377200
0	0.0000	-46.0000	0.0000000000916350	0.0000000000790250	0.0000000000132460
0	0.0000	-47.0000	0.0000000000626670	0.0000000000320120	-0.0000000000153420
0	0.0000	-48.0000	0.0000000000625210	0.0000000000575160	-0.00000000000306200
0	0.0000	-49.0000	0.0000000000567610	0.0000000000752810	-0.000000000103839
0	0.0000	-50.0000	0.0000000000634560	0.0000000000698670	0.0000000000221630
0	-10.0000	5.0000	-0.0000000000279940	-0.000000000631893	0.000000000272741
0	-10.0000	4.0000	-0.0000000000748840	-0.000000000330483	0.0000000000488470
0	-10.0000	3.0000	0.000000000120757	-0.000000000262132	0.000000000236407
0	-10.0000	2.0000	-0.0000000000150540	-0.000000000217353	0.00000000000820900
0	-10.0000	1.0000	0.0000000000952980	-0.000000000187346	-0.0000000000123620
0	-10.0000	0.0000	0.0000000000643980	0.0000000000474130	0.000000000181021
0	-10.0000	-1.0000	0.000000000132446	0.0000000000145390	-0.0000000000792200
0	-10.0000	-2.0000	0.000000000124406	-0.00000000000593100	-0.0000000000832270
0	-10.0000	-3.0000	0.000000000135762	-0.0000000000130020	-0.0000000000965910
0	-10.0000	-4.0000	-0.0000000000804150	0.0000000000401350	-0.000000000115222
0	-10.0000	-5.0000	-0.0000000000487280	-0.0000000000484030	-0.000000000116935
0	-10.0000	-6.0000	-0.000000000121620	0.000000000103827	0.0000000000602970
0	-10.0000	-7.0000	-0.0000000000441200	-0.0000000000769430	-0.0000000000580950
0	-10.0000	-8.0000	-0.0000000000479020	0.0000000000665970	0.0000000000957910
0	-10.0000	-9.0000	-0.0000000000713590	0.0000000000643220	0.0000000000382810
0	-10.0000	-10.0000	0.000000000106903	0.000000000107799	0.0000000000525250
0	-10.0000	-11.0000	0.0000000000777610	0.0000000000317630	0.000000000119670
0	-10.0000	-12.0000	-0.0000000000423020	0.0000000000940100	-0.0000000000175160
0	-10.0000	-13.0000	0.0000000000933030	0.0000000000135490	-0.000000000140899
0	-10.0000	-14.0000	0.0000000000660210	0.0000000000862900	-0.000000000138642
0	-10.0000	-15.0000	0.0000000000891110	-0.0000000000799470	0.0000000000722030
0	-10.0000	-16.0000	0.0000000000808630	-0.0000000000901030	0.0000000000996240
0	-10.0000	-17.0000	0.0000000000734750	-0.0000000000770380	0.0000000000773790
0	-10.0000	-18.0000	-0.000000000115807	0.000000000111422	-0.000000000152363
0	-10.0000	-19.0000	-0.0000000000389360	0.0000000000532020	0.0000000000841630
0	-10.0000	-20.0000	-0.0000000000816160	-0.000000000106844	0.0000000000981200
0	-10.0000	-21.0000	-0.0000000000450210	0.0000000000356110	0.000000000114348
0	-10.0000	-22.0000	0.0000000000989740	-0.0000000000332780	-0.0000000000661150
0	-10.0000	-23.0000	0.0000000000570680	-0.0000000000539900	0.000000000115649
0	-10.0000	-24.0000	-0.000000000108303	0.0000000000378210	-0.0000000000601180
0	-10.0000	-25.0000	-0.0000000000834710	0.0000000000368400	0.0000000000180010
0	-10.0000	-26.0000	-0.0000000000497440	-0.0000000000904530	0.0000000000132940
0	-10.0000	-27.0000	-0.0000000000721500	0.000000000106037	-0.000000000127658
0	-10.0000	-28.0000	0.0000000000986580	-0.0000000000124130	0.0000000000455110
0	-10.0000	-29.0000	0.000000000112440	0.000000000000134000	-0.000000000135692
0	-10.0000	-30.0000	-0.0000000000897090	-0.0000000000485800	0.0000000000383200
0	-10.0000	-31.0000	-0.0000000000558030	0.0000000000787530	0.0000000000941830
0	-10.0000	-32.0000	0.0000000000647710	-0.0000000000238950	0.0000000000381800
0	-10.0000	-33.0000	0.0000000000197800	-0.0000000000400930	0.0000000000215750
0	-10.0000	-34.0000	0.000000000131184	0.0000000000732980	-0.0000000000312400
0	-10.0000	-35.0000	-0.0000000000564360	0.0000000000487260	0.0000000000229050
0	-10.0000	-36.0000	-0.000000000104680	0.0000000000293540	0.0000000000922870
0	-10.0000	-37.0000	0.0000000000373520	-0.0000000000419050	-0.000000000164517
0	-10.0000	-38.0000	-0.0000000000647220	-0.0000000000619160	0.0000000000327960
0	-10.0000	-39.0000	-0.000000000101555	-0.0000000000376440	0.000000000106429
0	-10.0000	-40.0000	-0.00000000000710000	-0.0000000000993110	0.000000000104538
0	-10.0000	-41.0000	-0.0000000000482860	0.000000000101267	0.0000000000822080
0	-10.0000	-42.0000	-0.000000000124857	-0.0000000000785650	-0.000000000139151
0	-10.0000	-43.0000	-0.0000000000427520	0.00000000000282900	0.0000000000366540
0	-10.0000	-44.0000	0.00000000000966900	-0.0000000000430350	-0.0000000000768490
0	-10.0000	-45.0000	-0.000000000125677	-0.0000000000782420	-0.0000000000887390
0	-10.0000	-46.0000	-0.0000000000588000	0.00000000000851700	-0.000000000138694
0	-10.0000	-47.0000	-0.0000000000965300	-0.0000000000800340	0.000000000120159
0	-10.0000	-48.0000	-0.000000000107002	-0.0000000000510570	-0.000000000117779
0	-10.0000	-49.0000	-0.0000000000727970	0.000000000110861	-0.0000000000980550
0	-10.0000	-50.0000	0.000000000119512	0.0000000000301840	-0.000000000122184
0	-20.0000	5.0000	0.000000000996360	-0.00000000328373	0.00000000229857
0	-20.0000	4.0000	0.000000000720038	-0.00000000252978	0.00000000188881
0	-20.0000	3.0000	0.000000000726300	-0.00000000182975	0.00000000121796
0	-20.0000	2.0000	0.000000000446459	-0.00000000143180	0.00000000108430
0	-20.0000	1.0000	0.000000000288114	-0.000000000923530	0.000000000645547
0	-20.0000	0.0000	0.000000000464930	-0.000000000578326	0.000000000474955
0	-20.0000	-1.0000	0.000000000244610	-0.000000000443834	0.000000000216192
0	-20.0000	-2.0000	0.000000000222815	-0.0000000000859440	-0.000000000262080
0	-20.0000	-3.0000	0.000000000487166	-0.0000000000276850	-0.000000000356240
0	-20.0000	-4.0000	0.000000000676007	0.000000000276837	-0.000000000845400
0	-20.0000	-5.0000	0.000000000801482	0.000000000141582	-0.00000000114187
0	-20.0000	-6.0000	0.000000000863960	0.000000000208696	-0.00000000108508
0	-20.0000	-7.0000	0.00000000111393	0.000000000250733	-0.00000000143221
0	-20.0000	-8.0000	0.00000000144147	0.000000000418120	-0.00000000174141
0	-20.0000	-9.0000	0.00000000136553	0.000000000392181	-0.00000000190753
0	-20.0000	-10.0000	0.00000000164803	0.000000000401601	-0.00000000179087
0	-20.0000	-11.0000	0.00000000182466	0.000000000376817	-0.00000000195533
0	-20.0000	-12.0000	0.00000000163067	0.000000000258486	-0.00000000197767
0	-20.0000	-13.0000	0.00000000190125	0.0000000000754260	-0.00000000212978
0	-20.0000	-14.0000	0.00000000175692	0.0000000000261870	-0.00000000206212
0	-20.0000	-15.0000	0.00000000181456	0.00000000000534000	-0.00000000189550
0	-20.0000	-16.0000	0.00000000191520	0.000000000232049	-0.00000000196636
0	-20.0000	-17.0000	0.00000000181730	0.000000000176955	-0.00000000176451
0	-20.0000	-18.0000	0.00000000199097	0.000000000126304	-0.00000000179301
0	-20.0000	-19.0000	0.00000000198646	0.0000000000891130	-0.00000000173835
0	-20.0000	-20.0000	0.00000000187502	0.0000000000213180	-0.00000000203084
0	-20.0000	-21.0000	0.00000000181696	-0.0000000000293950	-0.00000000199201
0	-20.0000	-22.0000	0.00000000175023	-0.0000000000660530	-0.00000000187243
0	-20.0000	-23.0000	0.00000000173648	0.000000000128153	-0.00000000183287
0	-20.0000	-24.0000	0.00000000181716	0.0000000000963300	-0.00000000174977
0	-20.0000	-25.0000	0.00000000199337	0.0000000000530300	-0.00000000174425
0	-20.0000	-26.0000	0.00000000198333	0.0000000000514040	-0.00000000176468
0	-20.0000	-27.0000	0.00000000195654	0.0000000000553840	-0.00000000183861
0	-20.0000	-28.0000	0.00000000179250	-0.0000000000617810	-0.00000000201022
0	-20.0000	-29.0000	0.00000000191555	0.0000000000117350	-0.00000000186410
0	-20.0000	-30.0000	0.00000000176851	0.0000000000573470	-0.00000000198523
0	-20.0000	-31.0000	0.00000000191634	0.0000000000272310	-0.00000000181326
0	-20.0000	-32.0000	0.00000000207559	-0.0000000000294800	-0.00000000186635
0	-20.0000	-33.0000	0.00000000184068	0.0000000000949420	-0.00000000206649
0	-20.0000	-34.0000	0.00000000204099	0.000000000126758	-0.00000000179661
0	-20.0000	-35.0000	0.00000000205978	0.0000000000482800	-0.00000000201388
0	-20.0000	-36.0000	0.00000000187200	-0.0000000000522820	-0.00000000201880
0	-20.0000	-37.0000	0.00000000183377	0.0000000000987390	-0.00000000207107
0	-20.0000	-38.0000	0.00000000185571	-0.000000000120035	-0.00000000178575
0	-20.0000	-39.0000	0.00000000195813	-0.0000000000462120	-0.00000000201126
0	-20.0000	-40.0000	0.00000000192832	-0.0000000000427930	-0.00000000204237
0	-20.0000	-41.0000	0.00000000178897	-0.0000000000933930	-0.00000000197862
0	-20.0000	-42.0000	0.00000000200788	-0.000000000110058	-0.00000000188523
0	-20.0000	-43.0000	0.00000000192631	0.000000000136048	-0.00000000200768
0	-20.0000	-44.0000	0.00000000190710	-0.0000000000803000	-0.00000000201405
0	-20.0000	-45.0000	0.00000000184289	-0.0000000000336330	-0.00000000188540
0	-20.0000	-46.0000	0.00000000211314	-0.0000000000125840	-0.00000000215530
0	-20.0000	-47.0000	0.00000000202641	-0.000000000102870	-0.00000000198600
0	-20.0000	-48.0000	0.00000000189000	-0.0000000000306970	-0.00000000187887
0	-20.0000	-49.0000	0.00000000204799	0.0000000000626010	-0.00000000217302
0	-20.0000	-50.0000	0.00000000198489	0.0000000000491940	-0.00000000201340
0	-30.0000	5.0000	0.00000000741718	-0.0000000147996	0.00000000730880
0	-30.0000	4.0000	0.000000000306580	-0.00000000331298	0.00000000349370
0	-30.0000	3.0000	-0.000000000543065	-0.00000000149648	0.00000000239746
0	-30.0000	2.0000	-0.000000000451836	-0.000000000791172	0.00000000135902
0	-30.0000	1.0000	-0.000000000190067	-0.000000000394378	0.000000000366243
0	-30.0000	0.0000	0.000000000213082	-0.0000000000495840	-0.0000000000238310
0	-30.0000	-1.0000	0.000000000550018	0.000000000178175	-0.000000000551469
0	-30.0000	-2.0000	0.00000000136992	0.000000000148874	-0.00000000125435
0	-30.0000	-3.0000	0.00000000218023	0.000000000328687	-0.00000000220352
0	-30.0000	-4.0000	0.00000000307926	0.000000000361096	-0.00000000306975
0	-30.0000	-5.0000	0.00000000437316	0.000000000130436	-0.00000000432908
0	-30.0000	-6.0000	0.00000000573415	0.000000000306029	-0.00000000614766
0	-30.0000	-7.0000	0.00000000765855	0.000000000284006	-0.00000000805947
0	-30.0000	-8.0000	0.0000000101029	0.000000000116981	-0.0000000102346
0	-30.0000	-9.0000	0.0000000125003	0.000000000209178	-0.0000000129008
0	-30.0000	-10.0000	0.0000000154197	0.000000000252040	-0.0000000160678
0	-30.0000	-11.0000	0.0000000186734	0.000000000443072	-0.0000000191426
0	-30.0000	-12.0000	0.0000000217985	0.000000000304577	-0.0000000222109
0	-30.0000	-13.0000	0.0000000252944	0.000000000223656	-0.0000000254644
0	-30.0000	-14.0000	0.0000000287168	0.000000000408351	-0.0000000288980
0	-30.0000	-15.0000	0.0000000316895	0.000000000332442	-0.0000000321399
0	-30.0000	-16.0000	0.0000000346258	0.000000000174958	-0.0000000351186
0	-30.0000	-17.0000	0.0000000375233	0.000000000256100	-0.0000000379742
0	-30.0000	-18.0000	0.0000000398983	0.000000000211428	-0.0000000398258
0	-30.0000	-19.0000	0.0000000416826	0.000000000210345	-0.0000000420116
0	-30.0000	-20.0000	0.0000000435746	0.0000000000610380	-0.0000000433522
0	-30.0000	-21.0000	0.0000000443007	0.000000000263572	-0.0000000445479
0	-30.0000	-22.0000	0.0000000456567	0.000000000242199	-0.0000000457109
0	-30.0000	-23.0000	0.0000000460775	0.0000000000378180	-0.0000000464964
0	-30.0000	-24.0000	0.0000000464712	0.000000000257964	-0.0000000467316
0	-30.0000	-25.0000	0.0000000467935	0.000000000209330	-0.0000000468075
0	-30.0000	-26.0000	0.0000000474725	-0.00000000000374100	-0.0000000473261
0	-30.0000	-27.0000	0.0000000474604	0.000000000117671	-0.0000000478630
0	-30.0000	-28.0000	0.0000000475756	0.0000000000270290	-0.0000000479297
0	-30.0000	-29.0000	0.0000000475700	0.000000000251660	-0.0000000477749
0	-30.0000	-30.0000	0.0000000478781	0.0000000000447710	-0.0000000481516
0	-30.0000	-31.0000	0.0000000478154	0.000000000131681	-0.0000000481688
0	-30.0000	-32.0000	0.0000000481601	0.0000000000348420	-0.0000000481982
0	-30.0000	-33.0000	0.0000000483012	-0.0000000000777170	-0.0000000481515
0	-30.0000	-34.0000	0.0000000477667	0.000000000108160	-0.0000000481557
0	-30.0000	-35.0000	0.0000000481790	-0.0000000000773780	-0.0000000483437
0	-30.0000	-36.0000	0.0000000486026	-0.0000000000532580	-0.0000000481320
0	-30.0000	-37.0000	0.0000000484060	-0.000000000117992	-0.0000000482865
0	-30.0000	-38.0000	0.0000000480060	0.000000000149850	-0.0000000484513
0	-30.0000	-39.0000	0.0000000484970	0.0000000000833300	-0.0000000487511
0	-30.0000	-40.0000	0.0000000486885	-0.0000000000240470	-0.0000000485395
0	-30.0000	-41.0000	0.0000000478097	-0.000000000214633	-0.0000000478676
0	-30.0000	-42.0000	0.0000000477159	-0.0000000000698700	-0.0000000482710
0	-30.0000	-43.0000	0.0000000484003	0.0000000000554180	-0.0000000488001
0	-30.0000	-44.0000	0.0000000481359	-0.0000000000118520	-0.0000000485355
0	-30.0000	-45.0000	0.0000000485254	0.000000000200260	-0.0000000484797
0	-30.0000	-46.0000	0.0000000486324	0.000000000182842	-0.0000000489345
0	-30.0000	-47.0000	0.0000000483063	0.000000000102357	-0.0000000489673
0	-30.0000	-48.0000	0.0000000490643	0.0000000000146400	-0.0000000488688
0	-30.0000	-49.0000	0.0000000489189	0.000000000121272	-0.0000000489988
0	-30.0000	-50.0000	0.0000000488231	0.000000000180357	-0.0000000491693
0	-40.0000	5.0000	0.00000000625884	-0.0000000121409	0.00000000839071
0	-40.0000	4.0000	-0.00000000260305	-0.00000000206716	0.00000000523785
0	-40.0000	3.0000	-0.00000000278352	-0.000000000887251	0.00000000383721
0	-40.0000	2.0000	-0.00000000185329	-0.000000000373632	0.00000000208771
0	-40.0000	1.0000	-0.000000000562184	-0.000000000307721	0.000000000700798
0	-40.0000	0.0000	0.000000000176159	-0.000000000257467	0.000000000223259
0	-40.0000	-1.0000	0.000000000971057	-0.000000000129730	-0.000000000825950
0	-40.0000	-2.0000	0.00000000231490	0.000000000201681	-0.00000000250746
0	-40.0000	-3.0000	0.00000000372559	0.000000000215085	-0.00000000375004
0	-40.0000	-4.0000	0.00000000528987	0.000000000271228	-0.00000000538358
0	-40.0000	-5.0000	0.00000000766986	0.000000000110710	-0.00000000776237
0	-40.0000	-6.0000	0.0000000111574	0.000000000263369	-0.0000000113887
0	-40.0000	-7.0000	0.0000000168586	0.000000000378054	-0.0000000170582
0	-40.0000	-8.0000	0.0000000235512	0.000000000346836	-0.0000000239195
0	-40.0000	-9.0000	0.0000000324655	0.000000000338004	-0.0000000326309
0	-40.0000	-10.0000	0.0000000437354	0.000000000296716	-0.0000000441435
0	-40.0000	-11.0000	0.0000000570811	0.000000000130079	-0.0000000573354
0	-40.0000	-12.0000	0.0000000722527	0.000000000276445	-0.0000000730867
0	-40.0000	-13.0000	0.0000000893329	0.0000000000344320	-0.0000000895787
0	-40.0000	-14.0000	0.000000108109	-0.0000000000255280	-0.000000108426
0	-40.0000	-15.0000	0.000000127584	0.000000000156077	-0.000000127896
0	-40.0000	-16.0000	0.000000147333	0.000000000345477	-0.000000148308
0	-40.0000	-17.0000	0.000000168289	0.000000000216653	-0.000000168745
0	-40.0000	-18.0000	0.000000188936	0.000000000376205	-0.000000188936
0	-40.0000	-19.0000	0.000000209717	0.000000000364655	-0.000000209809
0	-40.0000	-20.0000	0.000000230004	0.000000000271018	-0.000000230195
0	-40.0000	-21.0000	0.000000250272	0.000000000257160	-0.000000249674
0	-40.0000	-22.0000	0.000000269874	0.000000000134976	-0.000000270189
0	-40.0000	-23.0000	0.000000287629	0.000000000157858	-0.000000288287
0	-40.0000	-24.0000	0.000000305512	0.0000000000513480	-0.000000305478
0	-40.0000	-25.0000	0.000000321962	0.000000000269158	-0.000000321154
0	-40.0000	-26.0000	0.000000336551	0.000000000295122	-0.000000336935
0	-40.0000	-27.0000	0.000000349305	0.000000000384553	-0.000000349236
0	-40.0000	-28.0000	0.000000361539	0.0000000000546100	-0.000000361624
0	-40.0000	-29.0000	0.000000372412	0.0000000000353020	-0.000000373636
0	-40.0000	-30.0000	0.000000383560	0.0000000000736450	-0.000000382769
0	-40.0000	-31.0000	0.000000389926	-0.0000000000179690	-0.000000390917
0	-40.0000	-32.0000	0.000000398121	0.000000000119763	-0.000000398735
0	-40.0000	-33.0000	0.000000403769	0.000000000211392	-0.000000404305
0	-40.0000	-34.0000	0.000000408345	-0.0000000000147240	-0.000000409232
0	-40.0000	-35.0000	0.000000413578	0.0000000000472140	-0.000000413683
0	-40.0000	-36.0000	0.000000415024	-0.000000000100990	-0.000000415478
0	-40.0000	-37.0000	0.000000419694	-0.0000000000442350	-0.000000420168
0	-40.0000	-38.0000	0.000000422131	0.000000000200851	-0.000000421789
0	-40.0000	-39.0000	0.000000424107	0.000000000125471	-0.000000423926
0	-40.0000	-40.0000	0.000000426173	-0.0000000000274490	-0.000000426136
0	-40.0000	-41.0000	0.000000426354	-0.000000000146766	-0.000000426896
0	-40.0000	-42.0000	0.000000428343	0.000000000214337	-0.000000428618
0	-40.0000	-43.0000	0.000000430276	0.000000000186079	-0.000000429293
0	-40.0000	-44.0000	0.000000431668	0.0000000000509640	-0.000000430322
0	-40.0000	-45.0000	0.000000430640	0.0000000000644880	-0.000000431666
0	-40.0000	-46.0000	0.000000433080	-0.000000000112812	-0.000000432153
0	-40.0000	-47.0000	0.000000434630	0.000000000105252	-0.000000434406
0	-40.0000	-48.0000	0.000000435909	0.0000000000985240	-0.000000434043
0	-40.0000	-49.0000	0.000000435760	0.000000000166086	-0.000000435835
0	-40.0000	-50.0000	0.000000435884	0.000000000101990	-0.000000434860
0	-50.0000	5.0000	0.00000000340767	-0.00000000778105	0.0000000104536
0	-50.0000	4.0000	-0.00000000555064	-0.00000000130486	0.00000000693919
0	-50.0000	3.0000	-0.00000000444234	-0.000000000676517	0.00000000509670
0	-50.0000	2.0000	-0.00000000250290	-0.000000000446094	0.00000000285199
0	-50.0000	1.0000	-0.000000000925635	-0.000000000334645	0.00000000127940
0	-50.0000	0.0000	0.000000000198679	-0.000000000300087	0.0000000000736390
0	-50.0000	-1.0000	0.00000000125933	-0.000000000221922	-0.00000000119336
0	-50.0000	-2.0000	0.00000000323229	-0.00000000000777600	-0.00000000314258
0	-50.0000	-3.0000	0.00000000528248	-0.000000000113700	-0.00000000522663
0	-50.0000	-4.0000	0.00000000732469	0.0000000000210680	-0.00000000743937
0	-50.0000	-5.0000	0.0000000101026	0.000000000124892	-0.0000000103081
0	-50.0000	-6.0000	0.0000000147186	0.0000000000382940	-0.0000000148431
0	-50.0000	-7.0000	0.0000000234636	0.000000000222372	-0.0000000240377
0	-50.0000	-8.0000	0.0000000373785	-0.000000000000538000	-0.0000000377696
0	-50.0000	-9.0000	0.0000000554770	0.000000000253217	-0.0000000561345
0	-50.0000	-10.0000	0.0000000789799	0.000000000150866	-0.0000000791707
0	-50.0000	-11.0000	0.000000108052	0.000000000154205	-0.000000108282
0	-50.0000	-12.0000	0.000000142101	0.000000000191338	-0.000000142510
0	-50.0000	-13.0000	0.000000181872	0.00000000000477600	-0.000000181512
0	-50.0000	-14.0000	0.000000223495	0.000000000226166	-0.000000224267
0	-50.0000	-15.0000	0.000000269728	0.000000000152646	-0.000000270322
0	-50.0000	-16.0000	0.000000317233	0.000000000206484	-0.000000317724
0	-50.0000	-17.0000	0.000000367221	0.000000000202418	-0.000000368613
0	-50.0000	-18.0000	0.000000417862	0.000000000177660	-0.000000418974
0	-50.0000	-19.0000	0.000000469288	0.000000000156634	-0.000000470155
0	-50.0000	-20.0000	0.000000521451	0.000000000227618	-0.000000522653
0	-50.0000	-21.0000	0.000000573669	0.0000000000702430	-0.000000573509
0	-50.0000	-22.0000	0.000000625752	0.000000000176530	-0.000000626898
0	-50.0000	-23.0000	0.000000678328	0.000000000240261	-0.000000678063
0	-50.0000	-24.0000	0.000000728937	0.000000000279560	-0.000000730090
0	-50.0000	-25.0000	0.000000780003	0.000000000201172	-0.000000780689
0	-50.0000	-26.0000	0.000000829145	0.0000000000188670	-0.000000830370
0	-50.0000	-27.0000	0.000000877151	-0.0000000000298460	-0.000000876821
0	-50.0000	-28.0000	0.000000923640	0.000000000244024	-0.000000925292
0	-50.0000	-29.0000	0.000000970565	0.000000000135494	-0.000000970788
0	-50.0000	-30.0000	0.00000101300	0.000000000250605	-0.00000101282
0	-50.0000	-31.0000	0.00000105600	0.000000000236176	-0.00000105524
0	-50.0000	-32.0000	0.00000109458	0.000000000214466	-0.00000109549
0	-50.0000	-33.0000	0.00000113359	0.000000000153652	-0.00000113428
0	-50.0000	-34.0000	0.00000116865	0.000000000151915	-0.00000116945
0	-50.0000	-35.0000	0.00000120287	0.000000000202073	-0.00000120239
0	-50.0000	-36.0000	0.00000123355	0.000000000257666	-0.00000123367
0	-50.0000	-37.0000	0.00000126299	0.000000000126638	-0.00000126357
0	-50.0000	-38.0000	0.00000128852	0.000000000228011	-0.00000128973
0	-50.0000	-39.0000	0.00000131374	0.000000000119220	-0.00000131324
0	-50.0000	-40.0000	0.00000133492	0.000000000173254	-0.00000133522
0	-50.0000	-41.0000	0.00000135353	0.000000000178909	-0.00000135487
0	-50.0000	-42.0000	0.00000137284	0.000000000196145	-0.00000137328
0	-50.0000	-43.0000	0.00000138783	-0.0000000000953910	-0.00000138771
0	-50.0000	-44.0000	0.00000140279	0.000000000150327	-0.00000140099
0	-50.0000	-45.0000	0.00000141412	0.0000000000732360	-0.00000141429
0	-50.0000	-46.0000	0.00000142541	0.00000000000844000	-0.00000142521
0	-50.0000	-47.0000	0.00000143510	-0.0000000000317420	-0.00000143351
0	-50.0000	-48.0000	0.00000144367	-0.0000000000484370	-0.00000144238
0	-50.0000	-49.0000	0.00000145012	0.000000000119189	-0.00000144932
0	-50.0000	-50.0000	0.00000145722	-0.0000000000794800	-0.00000145665
